time_to_ack,chunk,channel_sleep_v,channel_sleep_factor,channel_p_drop_server,channel_p_drop_client
0.3570067882537842,Hello i am t,0.05,4.0,0.0,0.0
0.11078214645385742,rying to sen,0.05,4.0,0.0,0.0
0.2753629684448242,d a message,0.05,4.0,0.0,0.0
